match_id,account_id,hero_id,isRadiant,kills,deaths,last_hits,gold_per_min,towers_killed,roshans_killed,teamfight_participation,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns
7026111304,361896506,137,TRUE,2,7,202,415,0,0,0.5714286,1,3,7,0,45.09265
7026111304,NA,53,TRUE,2,16,258,475,1,0,0.42857143,4,1,1,0,11.566265
7026111304,NA,85,TRUE,5,4,121,351,0,0,0.71428573,1,0,1,0,0
7026111304,123529617,42,TRUE,3,8,214,414,1,0,0.5714286,0,1,7,0,26.257761
7026111304,298152694,9,TRUE,1,8,41,193,0,0,0.5,11,1,2,0,24.194145
7026111304,NA,33,FALSE,7,1,359,642,2,0,0.30232558,2,6,8,1,15.9833765
7026111304,NA,20,FALSE,5,5,94,361,0,0,0.55813956,9,1,3,0,61.194016
7026111304,138327321,135,FALSE,12,3,358,636,2,0,0.6511628,4,0,2,0,39.139008
7026111304,109475457,18,FALSE,12,3,388,738,5,1,0.41860464,0,0,8,0,24.826782
7026111304,NA,68,FALSE,7,2,167,486,1,0,0.5116279,2,0,8,0,9.94253
